2020/12/20 16:25:18.305862506	raw_conn_ipv4_udp 	192.168.1.6	55501	2	[7]
2020/12/20 16:25:18.305902031	raw_conn_ipv4_udp 	192.168.1.6	55501	2	[1]
2020/12/20 16:25:18.305913660	raw_conn_ipv4_udp 	192.168.1.6	55501	0	[2]
2020/12/20 16:25:18.305923009	raw_conn_ipv4_udp 	192.168.1.6	55501	0	[3]
2020/12/20 16:25:18.306021536	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[4]
2020/12/20 16:25:18.306031175	raw_conn_ipv4_udp 	192.168.1.6	55501	0	[5]
2020/12/20 16:25:18.306040548	raw_conn_ipv4_udp 	192.168.1.6	55501	0	[6]
2020/12/20 16:25:18.306064235	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[8]
2020/12/20 16:25:18.311445232	raw_conn_ipv4_udp 	192.168.1.6	55501	3	[12]
2020/12/20 16:25:18.311479872	raw_conn_ipv4_udp 	192.168.1.6	55501	2	[9]
2020/12/20 16:25:18.311490466	raw_conn_ipv4_udp 	192.168.1.6	55501	3	[10]
2020/12/20 16:25:18.311499577	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[11]
2020/12/20 16:25:18.314401465	raw_conn_ipv4_udp 	192.168.1.6	55501	0	[14]
2020/12/20 16:25:18.314437392	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[13]
2020/12/20 16:25:18.317318872	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[15]
2020/12/20 16:25:18.319684997	raw_conn_ipv4_udp 	192.168.1.6	55501	2	[17]
2020/12/20 16:25:18.319793338	raw_conn_ipv4_udp 	192.168.1.6	55501	3	[16]
2020/12/20 16:25:18.326079240	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[18]
2020/12/20 16:25:18.346208159	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[61]
2020/12/20 16:25:18.346247014	raw_conn_ipv4_udp 	192.168.1.6	55501	3	[19]
2020/12/20 16:25:18.346260938	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[20]
2020/12/20 16:25:18.346271071	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[21]
2020/12/20 16:25:18.346280142	raw_conn_ipv4_udp 	192.168.1.6	55501	2	[22]
2020/12/20 16:25:18.346290072	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[23]
2020/12/20 16:25:18.346299056	raw_conn_ipv4_udp 	192.168.1.6	55501	0	[24]
2020/12/20 16:25:18.346312453	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[25]
2020/12/20 16:25:18.346322107	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[26]
2020/12/20 16:25:18.346330965	raw_conn_ipv4_udp 	192.168.1.6	55501	2	[27]
2020/12/20 16:25:18.346339571	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[28]
2020/12/20 16:25:18.346348316	raw_conn_ipv4_udp 	192.168.1.6	55501	0	[29]
2020/12/20 16:25:18.346357270	raw_conn_ipv4_udp 	192.168.1.6	55501	0	[30]
2020/12/20 16:25:18.346366761	raw_conn_ipv4_udp 	192.168.1.6	55501	2	[31]
2020/12/20 16:25:18.346375741	raw_conn_ipv4_udp 	192.168.1.6	55501	2	[32]
2020/12/20 16:25:18.346384714	raw_conn_ipv4_udp 	192.168.1.6	55501	3	[33]
2020/12/20 16:25:18.346395030	raw_conn_ipv4_udp 	192.168.1.6	55501	3	[34]
2020/12/20 16:25:18.346404064	raw_conn_ipv4_udp 	192.168.1.6	55501	1	[35]
2020/12/20 16:25:18.346412483	raw_conn_ipv4_udp 	192.168.1.6	55501	0	[36]
