2020/12/20 16:25:18.327328716	raw_sock_udp 	192.168.1.6	55501	0	[2]
2020/12/20 16:25:18.415914096	raw_sock_udp 	192.168.1.6	55501	0	[3]
2020/12/20 16:25:18.416313463	raw_sock_udp 	192.168.1.6	55501	1	[4]
2020/12/20 16:25:18.416326925	raw_sock_udp 	192.168.1.6	55501	0	[5]
2020/12/20 16:25:18.416333694	raw_sock_udp 	192.168.1.6	55501	0	[6]
2020/12/20 16:25:18.416339587	raw_sock_udp 	192.168.1.6	55501	2	[7]
2020/12/20 16:25:18.416368346	raw_sock_udp 	192.168.1.6	55501	1	[8]
2020/12/20 16:25:18.416374068	raw_sock_udp 	192.168.1.6	55501	2	[9]
2020/12/20 16:25:18.309035461	raw_sock_udp 	192.168.1.6	55501	3	[10]
2020/12/20 16:25:18.432642257	raw_sock_udp 	192.168.1.6	55501	3	[100]
2020/12/20 16:25:18.310079004	raw_sock_udp 	192.168.1.6	55501	2	[1]
2020/12/20 16:25:18.439653118	raw_sock_udp 	192.168.1.6	55501	1	[11]
2020/12/20 16:25:18.439673933	raw_sock_udp 	192.168.1.6	55501	3	[12]
2020/12/20 16:25:18.439683362	raw_sock_udp 	192.168.1.6	55501	1	[13]
2020/12/20 16:25:18.439692766	raw_sock_udp 	192.168.1.6	55501	0	[14]
2020/12/20 16:25:18.439702771	raw_sock_udp 	192.168.1.6	55501	1	[15]
2020/12/20 16:25:18.439713010	raw_sock_udp 	192.168.1.6	55501	3	[16]
2020/12/20 16:25:18.439730234	raw_sock_udp 	192.168.1.6	55501	2	[17]
2020/12/20 16:25:18.439741363	raw_sock_udp 	192.168.1.6	55501	1	[18]
2020/12/20 16:25:18.439857711	raw_sock_udp 	192.168.1.6	55501	3	[19]
2020/12/20 16:25:18.439877099	raw_sock_udp 	192.168.1.6	55501	1	[20]
2020/12/20 16:25:18.439891782	raw_sock_udp 	192.168.1.6	55501	1	[21]
2020/12/20 16:25:18.439905758	raw_sock_udp 	192.168.1.6	55501	2	[22]
2020/12/20 16:25:18.439917721	raw_sock_udp 	192.168.1.6	55501	1	[23]
2020/12/20 16:25:18.439930918	raw_sock_udp 	192.168.1.6	55501	0	[24]
2020/12/20 16:25:18.439944895	raw_sock_udp 	192.168.1.6	55501	1	[25]
2020/12/20 16:25:18.439957842	raw_sock_udp 	192.168.1.6	55501	1	[26]
2020/12/20 16:25:18.439969863	raw_sock_udp 	192.168.1.6	55501	2	[27]
2020/12/20 16:25:18.439980408	raw_sock_udp 	192.168.1.6	55501	1	[28]
2020/12/20 16:25:18.439990597	raw_sock_udp 	192.168.1.6	55501	0	[29]
2020/12/20 16:25:18.440001738	raw_sock_udp 	192.168.1.6	55501	0	[30]
2020/12/20 16:25:18.440011524	raw_sock_udp 	192.168.1.6	55501	2	[31]
2020/12/20 16:25:18.440021428	raw_sock_udp 	192.168.1.6	55501	2	[32]
2020/12/20 16:25:18.440033174	raw_sock_udp 	192.168.1.6	55501	3	[33]
2020/12/20 16:25:18.440044560	raw_sock_udp 	192.168.1.6	55501	3	[34]
2020/12/20 16:25:18.440054754	raw_sock_udp 	192.168.1.6	55501	1	[35]
2020/12/20 16:25:18.440066211	raw_sock_udp 	192.168.1.6	55501	0	[36]
2020/12/20 16:25:18.440076038	raw_sock_udp 	192.168.1.6	55501	1	[37]
2020/12/20 16:25:18.440086175	raw_sock_udp 	192.168.1.6	55501	3	[38]
2020/12/20 16:25:18.440097273	raw_sock_udp 	192.168.1.6	55501	3	[39]
2020/12/20 16:25:18.440107796	raw_sock_udp 	192.168.1.6	55501	0	[40]
2020/12/20 16:25:18.440136610	raw_sock_udp 	192.168.1.6	55501	3	[41]
2020/12/20 16:25:18.440147892	raw_sock_udp 	192.168.1.6	55501	3	[42]
2020/12/20 16:25:18.440191308	raw_sock_udp 	192.168.1.6	55501	0	[43]
2020/12/20 16:25:18.440203533	raw_sock_udp 	192.168.1.6	55501	1	[44]
2020/12/20 16:25:18.440214982	raw_sock_udp 	192.168.1.6	55501	0	[45]
2020/12/20 16:25:18.440226449	raw_sock_udp 	192.168.1.6	55501	0	[46]
2020/12/20 16:25:18.440237567	raw_sock_udp 	192.168.1.6	55501	3	[47]
2020/12/20 16:25:18.440248753	raw_sock_udp 	192.168.1.6	55501	1	[48]
2020/12/20 16:25:18.440261378	raw_sock_udp 	192.168.1.6	55501	0	[49]
2020/12/20 16:25:18.440273056	raw_sock_udp 	192.168.1.6	55501	1	[50]
2020/12/20 16:25:18.440283599	raw_sock_udp 	192.168.1.6	55501	2	[51]
2020/12/20 16:25:18.440294547	raw_sock_udp 	192.168.1.6	55501	1	[52]
2020/12/20 16:25:18.440305806	raw_sock_udp 	192.168.1.6	55501	0	[53]
2020/12/20 16:25:18.440317192	raw_sock_udp 	192.168.1.6	55501	0	[54]
